House Price,Year of Construction,E&V ID,Bedrooms,Half Bathrooms,Full Bathrooms,Total surface approx.,Garage,Plot surface approx.,Bathrooms
1699000,1969,AM-241544,7,1,6,453.18,3,4856.23,0
270000,1980,AM-241536,3,0,2,119.66,1,2104.37,0
460000,1956,AM-241528,3,0,2,174.29,1,890.31,0
495000,1994,AM-241521,3,1,2,251.67,2,5341.85,0
1770000,1886,AM-241514,3,2,2,251.12,1,283.28,0
3750000,1952,AM-241503,3,0,2,163.51,0,1114.91,0
294000,1948,AM-242036,3,0,2,176.89,2,724.79,0
447000,1968,AM-242030,3,0,2,169.46,2,906.5,0
1199000,1993,AM-242024,5,0,3,323.4,2,1011.71,0
799000,1983,AM-242005,3,0,2,152.36,2,1497.34,0
5500000,2018,AM-241998,5,1,5,500.1,7,21600.0,0
2900000,1995,AM-241969,5,3,4,882.58,4,0.0,0
475000,1872,AM-241948,4,0,0,214.05,0,1254.53,2
2695000,2021,AM-241925,3,0,0,385.36,0,7769.96,4
526000,2017,AM-241919,3,0,2,160.44,2,0.0,0
659000,2009,AM-241914,5,0,3,263.19,2,0.0,0
735000,2003,AM-241907,4,1,3,331.48,0,1629.26,0
2350000,0,AM-241890,3,1,2,278.71,1,80900.0,0
515000,2020,AM-241874,3,0,2,98.11,0,4374.65,0
225000,0,AM-241851,3,0,1,108.51,0,2851.01,0
429000,1997,AM-241821,4,0,2,144.09,3,849.84,0
429000,1962,AM-241804,2,0,2,147.72,0,485.62,0
3699000,0,AM-241799,5,0,0,469.9,3,4208.73,7
849900,1971,AM-241797,5,1,2,372.91,2,4127.79,0
1350000,2022,AM-242360,4,0,4,367.06,0,0.0,0
1495000,1981,AM-242347,3,0,2,149.95,0,0.0,0
774999,2006,AM-242306,5,1,4,299.89,1,19500.0,0
549000,1957,AM-242282,4,1,2,218.42,2,870.88,0
649900,2023,AM-242279,3,1,3,232.07,2,0.0,0
209900,2008,AM-242269,4,0,2,142.98,2,2711.39,0
610000,2017,AM-242258,4,0,3,306.58,3,849.84,0
1700000,1995,AM-242257,5,2,5,544.97,2,0.0,0
385000,1983,AM-242198,3,1,2,143.07,1,526.09,0
325000,2001,AM-242160,3,1,3,202.25,1,0.0,0
679900,2022,AM-242131,4,1,3,260.13,0,999.17,0
745000,2022,AM-242125,4,0,4,302.77,0,1045.3,0
710000,2022,AM-242110,2,1,2,173.45,2,0.0,0
670000,2017,AM-242093,4,1,1,316.15,3,1092.65,0
439000,2002,AM-242090,4,0,0,170.85,0,2225.77,3
4400000,1962,AM-242076,4,0,3,233.0,2,970.84,0
18499000,1987,AM-242066,6,0,8,900.23,0,2416.38,0
2250000,1976,AM-242047,7,0,0,480.68,0,14500.0,5
2600000,0,AM-242547,4,0,0,347.74,2,25700.0,5
400000,2011,AM-242540,4,1,2,201.88,2,445.15,0
380000,2022,AM-242539,3,1,2,113.16,0,445.15,0
1950000,2004,AM-242535,5,0,6,362.32,0,29100.0,0
535000,2014,AM-242525,3,0,3,272.76,3,0.0,0
299999,1960,AM-242522,3,1,2,212.28,2,2587.96,0
450000,1978,AM-242514,2,0,3,127.09,0,3642.17,0
799999,2019,AM-242483,4,0,2,192.4,2,849.84,0
1450000,2019,AM-242475,3,1,3,288.93,2,526.09,0
629900,1992,AM-242469,3,0,3,145.67,2,19500.0,0
410000,1981,AM-242426,3,0,1,93.65,1,566.56,0
279000,1961,AM-242395,3,0,2,148.37,0,768.9,0
675000,1977,AM-242393,3,0,2,106.28,0,849.84,0
350000,1950,AM-242391,2,0,1,80.45,0,687.97,0
820000,1918,AM-242372,4,0,3,193.52,2,663.68,0
289000,2006,AM-242367,4,1,2,265.89,2,559.68,0
1395000,2017,AM-242364,1,0,0,117.52,0,80.94,2
1350000,2022,AM-242361,4,0,4,367.06,3,0.0,0
419900,1965,AM-242703,3,1,1,219.44,2,607.03,
1795000,1995,AM-242699,5,0,5,527.6,3,5831.52,
1299900,2022,AM-242694,7,1,5,506.51,4,930.78,
219000,1973,AM-242688,3,0,2,144.93,0,1388.07,
545000,1990,AM-242684,5,1,2,251.95,2,849.84,
439000,1996,AM-242683,2,0,2,100.34,1,445.15,
195000,1978,AM-242678,3,0,2,115.66,2,1699.68,
439000,1996,AM-242663,2,0,2,100.34,1,485.62,
249900,2000,AM-242660,3,0,2,124.58,2,607.03,
375000,1978,AM-242653,3,0,2,165.0,2,0.0,
1295000,2017,AM-242649,4,1,2,187.85,0,364.22,
514990,2022,AM-242630,5,0,4,297.2,2,809.37,
1200000,2007,AM-242610,6,0,3,448.35,3,1618.74,
789000,1963,AM-242607,4,0,2,141.12,0,616.34,
799000,2019,AM-242606,4,1,2,211.91,2,0.0,
1050000,2005,AM-242597,4,1,2,256.88,2,1133.12,
340000,1925,AM-242564,3,1,1,176.79,0,890.31,
1149000,1972,AM-244018,4,1,3,288.46,2,0.0,0
2190000,1929,AM-243996,4,2,2,325.16,2,4492.01,0
1350000,1980,AM-243995,4,1,2,276.85,3,900.02,0
465900,2022,AM-243981,4,0,3,241.55,0,687.97,0
395000,1996,AM-243976,4,0,2,163.88,2,0.0,0
439000,2002,AM-243956,2,1,2,112.88,1,526.09,0
535000,2007,AM-243928,4,0,3,290.69,0,526.09,0
3575000,1995,AM-243913,5,0,3,515.8,4,691.2,0
1295000,1991,AM-243910,5,0,5,404.87,4,4046.86,0
879000,2020,AM-243898,3,1,2,177.07,2,0.0,0
2295000,1979,AM-242840,2,0,0,136.75,0,647.5,2
25000000,2022,AM-242822,6,2,4,1200.96,4,17400.0,0
275000,1994,AM-242791,3,0,2,113.34,2,2428.11,0
379990,2022,AM-242785,3,1,2,174.29,2,0.0,0
360000,2022,AM-242756,3,0,2,163.6,0,534.19,0
2400000,2023,AM-242728,5,0,2,560.76,3,3090.18,0
1185000,2020,AM-242705,5,1,3,332.69,3,1133.12,0
574900,2022,AM-244184,3,0,2,173.91,2,19600.0,
160000,0,AM-244161,3,0,1,107.12,0,12100.0,
699750,2022,AM-244156,3,1,2,206.34,3,713.06,
1750000,1986,AM-244152,4,1,4,420.01,2,5867.94,
430000,1998,AM-244146,4,0,3,272.3,2,797.23,
669000,2022,AM-244144,3,1,2,176.42,0,0.0,
2295000,1995,AM-244137,3,1,2,302.03,3,0.0,
545000,1997,AM-244135,5,1,3,237.09,2,768.9,
450000,1990,AM-244134,3,1,2,157.38,2,607.03,
649000,1989,AM-244115,4,1,2,241.46,2,4046.86,
1300000,2013,AM-244109,4,0,3,243.5,2,14100.0,
630000,2002,AM-244100,2,0,3,157.56,3,364.22,
274900,2017,AM-244098,3,0,2,140.75,0,0.0,
550000,2016,AM-244033,4,0,3,237.55,0,6677.31,
2400000,1872,AM-244032,2,1,2,321.07,0,198.3,
1750000,2023,AM-244031,4,0,4,236.35,2,2954.21,
1950000,2023,AM-244019,3,1,2,312.43,2,1456.87,
745000,1900,AM-244437,4,1,3,256.69,0,202.34,
1799000,2010,AM-244431,5,0,4,724.64,5,0.0,
1799000,2010,AM-244370,5,0,4,724.64,5,8093.71,
1250000,1973,AM-244364,4,0,2,214.61,2,687.97,
494000,2022,AM-244351,3,1,2,208.47,0,874.12,
439500,2007,AM-244319,3,0,2,140.47,0,0.0,
232000,1956,AM-244305,3,0,2,144.37,0,0.0,
325000,2003,AM-244303,4,0,3,171.87,2,1330.2,
1100000,2007,AM-244276,4,1,2,178.84,0,491.29,
1890000,1999,AM-244275,3,0,3,234.12,2,1112.89,
355000,1957,AM-244261,4,0,2,114.92,0,626.86,
849000,1978,AM-244259,5,0,5,285.86,2,4046.86,
769000,2001,AM-244248,5,1,2,345.6,1,89000.0,
895000,2016,AM-244217,4,1,0,286.42,0,4775.29,
399900,1980,AM-244209,3,0,2,124.86,0,80900.0,
1075000,1987,AM-244200,3,0,3,170.94,2,566.56,
899000,2003,AM-244198,5,0,3,357.49,0,1861.55,
8799000,2021,AM-244186,6,2,6,638.24,3,0.0,
699000,2023,AM-244675,3,1,2,201.79,2,647.5,0
699000,2023,AM-244674,3,1,2,191.84,2,647.5,0
699000,2023,AM-244673,3,0,2,195.93,3,1056.23,0
625000,2023,AM-244672,3,0,2,183.95,2,631.31,0
599000,2023,AM-244671,3,0,2,155.06,2,833.65,0
70000,1985,AM-244637,2,0,2,134.52,0,40.47,0
599990,2014,AM-244626,5,1,4,331.48,2,0.0,0
329999,2008,AM-244560,4,0,2,222.6,2,1011.71,0
199000,1996,AM-244544,3,0,2,130.81,0,161.87,0
35000,1985,AM-244542,2,0,2,121.33,0,0.0,0
899000,2008,AM-244536,4,1,3,285.21,0,485.62,0
265000,1984,AM-244521,3,0,2,85.84,0,566.56,0
139000,1901,AM-244508,3,0,1,81.75,1,332.25,0
984900,2022,AM-244504,4,0,3,205.13,2,849.84,0
1299000,2008,AM-244440,4,0,4,210.15,1,80.94,0
745000,1900,AM-244439,4,1,3,256.69,0,202.34,0
745000,1900,AM-244438,4,1,3,256.69,0,202.34,0
550000,1975,AM-244760,3,1,3,254.18,0,2023.43,0
1789000,2020,AM-244751,3,1,2,281.59,2,121.41,0
625000,1976,AM-244743,3,1,3,248.24,2,0.0,0
1049000,2020,AM-244727,4,0,4,245.73,2,0.0,0
4298000,1995,AM-244725,5,1,4,510.97,4,4168.26,0
1499000,1976,AM-244720,2,0,2,112.6,1,526.09,0
495000,2022,AM-244719,3,0,1,148.74,2,0.0,0
949500,2018,AM-244715,3,1,2,204.39,1,0.0,0
1300000,1912,AM-244712,3,1,2,157.75,0,890.31,0
2225000,1999,AM-244698,4,1,3,402.36,3,0.0,0
1300000,1998,AM-244686,3,1,3,322.47,3,1254.53,0
750000,2023,AM-244681,3,1,2,254.65,2,607.03,0
699000,2023,AM-244680,3,1,2,233.28,2,647.5,0
699000,2023,AM-244679,3,1,2,232.26,2,643.45,0
750000,2023,AM-244678,3,0,2,247.59,2,667.73,0
750000,2023,AM-244677,3,1,2,245.54,2,797.23,0
699000,2023,AM-244676,3,0,2,228.54,2,647.5,0
219000,1973,AM-244972,2,0,2,104.24,0,566.56,0
314500,1942,AM-244970,3,0,2,155.52,0,1133.12,0
415000,2022,AM-244945,3,1,2,112.32,0,202.34,0
4180000,2002,AM-244944,5,1,1,451.79,2,4653.89,0
599000,2002,AM-244925,3,0,2,200.76,2,6434.5,0
1175000,1976,AM-244905,4,0,2,938.88,2,0.0,0
117500,1950,AM-244901,1,0,1,42.36,0,607.03,0
2495000,2010,AM-244898,5,0,0,386.29,2,2185.3,3
788000,1950,AM-244893,4,1,1,290.6,2,1214.06,0
1500000,2022,AM-244873,3,0,3,231.14,3,1335.46,0
669900,1956,AM-244868,2,0,2,158.77,1,804.92,0
674500,2007,AM-244862,3,0,2,315.41,2,4046.86,0
1650000,2002,AM-244858,3,1,3,308.44,2,0.0,0
565000,2004,AM-244848,5,0,3,268.3,2,1982.96,0
1355000,2014,AM-244838,5,0,4,357.12,2,1173.59,0
1239000,2014,AM-244785,6,0,6,467.4,2,647.5,0
999500,2007,AM-244777,3,1,3,163.88,1,364.22,0
1350000,2023,AM-244774,4,0,2,202.81,2,0.0,0
485000,1983,AM-245212,4,0,2,153.48,2,647.5,
364900,1995,AM-245191,3,0,2,135.45,2,0.0,
359900,2022,AM-245181,4,0,2,169.83,2,809.37,
464900,2018,AM-245167,3,0,2,217.95,0,0.0,
1150000,2014,AM-245149,2,1,2,217.02,2,768.9,
1225000,1959,AM-245148,4,0,3,227.98,2,0.0,
630000,2022,AM-245145,3,1,1,211.82,1,202.34,
799000,1940,AM-245143,3,0,2,311.23,0,1173.59,
495000,1988,AM-245125,3,0,2,161.0,0,9307.77,
599000,2002,AM-245123,3,0,2,200.76,2,6434.5,
734900,2022,AM-245113,4,0,3,296.17,0,1076.46,
1650000,2002,AM-245107,3,0,3,308.44,2,0.0,
425000,2022,AM-245067,3,1,2,187.2,3,531.76,
899000,2022,AM-245036,3,1,2,204.39,0,133.55,
899000,2022,AM-245035,3,1,2,204.39,0,133.55,
2499000,1979,AM-245025,7,2,3,327.48,9,41200.0,
184000,2001,AM-245022,5,0,2,149.76,0,809.37,
1295000,2004,AM-245017,4,0,3,396.14,2,3642.17,
215000,2016,AM-245399,3,0,2,211.82,0,0.0,
120000,2014,AM-245398,3,0,2,202.16,0,765.67,
449999,2022,AM-245385,4,0,2,182.28,0,0.0,
875000,1998,AM-245368,2,0,1,71.35,0,1072.42,
278990,2022,AM-245361,3,1,2,130.06,1,404.69,
365000,1980,AM-245359,3,0,2,181.44,2,687.97,
287290,2022,AM-245357,3,1,2,136.29,1,0.0,
299990,2022,AM-245356,3,1,2,136.29,1,0.0,
1150000,2022,AM-245334,4,0,3,229.01,2,554.42,
1025000,2023,AM-245333,3,1,2,201.69,3,930.78,
480000,1971,AM-245302,4,1,2,268.49,0,647.5,
1699000,2003,AM-245287,4,1,4,505.86,0,11200.000000000002,
975000,1976,AM-245268,3,1,2,183.95,0,1052.18,
250000,1973,AM-245265,4,1,1,135.17,0,728.43,
210000,2022,AM-245257,3,0,2,130.06,0,557.25,
875000,1999,AM-245236,3,0,3,229.84,2,2157.38,
1549000,2021,AM-245232,4,0,3,282.8,3,2023.43,
2399000,1999,AM-245216,3,1,3,310.11,3,1375.93,
699000,1966,AM-245617,5,0,3,281.03,2,3682.64,
2450000,1979,AM-245573,3,1,2,282.24,2,0.0,
1987000,2006,AM-245554,4,1,5,347.74,2,25700.0,
1995000,1994,AM-245549,4,1,2,281.12,2,153800.0,
224900,1948,AM-245546,2,0,1,69.68,1,1092.65,
515000,1995,AM-245533,3,0,2,178.37,1,2387.65,
819900,1982,AM-245524,5,0,3,306.58,2,29400.0,
7950000,1963,AM-245497,5,0,5,790.88,2,13700.000000000002,
1350000,1965,AM-245496,4,0,3,217.39,2,724.39,
19999888,2023,AM-245495,7,0,9,1375.06,11,19900.0,
8750000,2023,AM-245489,5,0,6,557.42,4,4087.32,
555000,1992,AM-245476,5,0,2,161.47,2,930.78,
429990,2022,AM-245464,3,1,2,174.47,2,0.0,
685000,1999,AM-245454,3,0,2,188.04,2,5220.44,
475000,1960,AM-245439,3,0,1,106.28,1,1821.09,
199000,1996,AM-245428,2,0,2,85.84,0,1133.12,
199000,1996,AM-245427,3,0,2,85.84,0,1699.68,
5875000,2022,AM-245407,4,0,6,479.38,3,4815.76,
269900,1957,AM-245892,3,0,3,88.26,2,351.27,0
450000,2019,AM-245882,3,0,2,169.92,2,971.25,0
1699000,2006,AM-245876,4,1,3,351.27,0,50900.0,0
2835000,1986,AM-245865,5,0,6,508.37,3,1551.97,0
483000,1994,AM-245863,5,1,3,362.23,2,1133.12,0
998900,2000,AM-245805,3,0,0,182.37,4,353200.0,2
1930000,1993,AM-245797,3,1,2,213.31,3,31300.0,0
5500000,2023,AM-245795,5,2,2,578.6,3,4532.48,0
424900,2021,AM-245789,3,0,1,253.53,2,1011.71,0
1300000,2003,AM-245784,3,0,1,344.86,2,258000.0,0
525000,2017,AM-245771,3,0,2,297.2,3,1294.99,0
4995000,1987,AM-245769,4,0,5,561.78,4,4172.31,0
449000,1979,AM-245722,2,0,3,192.03,2,837.7,0
2750000,2004,AM-245703,6,1,3,460.8,3,8376.99,0
279900,1953,AM-245667,3,0,2,75.81,0,728.43,0
435000,1964,AM-245653,4,1,1,208.75,2,1052.18,0
9500000,2024,AM-245648,6,2,2,1003.72,3,2468.58,0
899000,2011,AM-245645,2,1,2,160.54,1,20200.0,0
2595000,2000,AM-246033,3,0,3,202.25,2,0.0,0
720000,2005,AM-246025,4,0,2,179.58,2,768.9,0
235000,2022,AM-246023,3,0,2,156.17,0,0.0,0
479000,1880,AM-246022,5,0,0,358.98,1,1780.62,4
720900,2022,AM-246021,3,1,3,257.06,0,4726.73,0
334990,2022,AM-246006,3,1,2,155.61,2,0.0,0
274790,2022,AM-246005,3,1,2,136.29,1,0.0,0
274790,2022,AM-246004,3,1,2,136.29,2,404.69,0
287990,2022,AM-246001,3,1,2,136.29,1,0.0,0
329990,2022,AM-246000,3,1,2,155.71,2,404.69,0
324990,2022,AM-245998,3,1,2,148.64,2,404.69,0
1695000,1981,AM-245960,2,0,2,140.47,1,0.0,0
2650000,2002,AM-245954,3,1,3,402.36,3,5220.44,0
295900,2022,AM-245927,3,0,2,179.49,2,890.31,0
550000,1972,AM-245919,3,0,2,212.66,0,662.47,0
715000,1930,AM-245914,4,0,2,192.4,0,6353.56,0
259900,0,AM-245898,3,0,1,136.1,0,39200.0,0
454900,2016,AM-245894,3,0,3,178.84,2,526.09,0
194900,1992,AM-246288,3,0,2,135.27,0,809.37,
3500000,1975,AM-246285,2,0,2,115.01,0,217700.0,
750000,1920,AM-246280,3,0,2,222.6,2,756.76,
499999,1940,AM-246259,3,0,2,240.25,0,8781.68,
335000,2006,AM-246257,4,1,2,177.63,2,728.43,
3995000,2005,AM-246256,4,0,6,340.03,2,445.15,
679900,2022,AM-246212,2,1,2,173.45,2,0.0,
10300000,2019,AM-246197,3,1,3,397.25,2,0.0,
1157440,2023,AM-246193,4,0,4,236.35,2,3237.49,
440000,1995,AM-246185,3,0,2,171.78,2,526.09,
1595000,1973,AM-246166,5,1,2,408.96,2,8943.55,
1775000,2022,AM-246162,5,1,3,471.11,2,687.97,
1550000,2022,AM-246161,5,1,2,366.6,2,687.97,
269000,1946,AM-246108,3,0,1,83.61,0,485.62,
1495000,1964,AM-246107,4,0,3,779.36,2,12900.0,
29950000,2015,AM-246072,4,2,1,955.6,8,21900.0,
431500,2023,AM-246068,3,1,2,190.27,0,687.97,
370000,2006,AM-246034,3,1,2,153.29,1,202.34,
599999,2022,AM-246532,3,1,2,144.0,0,202.34,
399900,1988,AM-246513,3,0,2,142.7,0,80900.0,
825000,2006,AM-246512,4,1,4,362.88,3,21400.0,
219000,1973,AM-246510,3,0,2,144.93,0,1375.93,
529187,2022,AM-246489,3,1,2,172.99,2,453.25,
275000,1966,AM-246485,2,0,2,160.26,0,445.15,
1500000,2022,AM-246479,5,0,4,326.65,2,5099.04,
675000,1900,AM-246474,4,0,1,183.67,4,28300.0,
819900,0,AM-246448,4,1,3,299.24,3,1114.91,
558900,1978,AM-246432,3,0,2,135.92,2,0.0,
1099000,2000,AM-246427,3,0,2,260.31,3,10900.0,
1595000,2022,AM-246389,3,1,2,196.77,0,2411.93,
1500000,2015,AM-246386,5,0,4,382.67,3,687.97,
589900,2005,AM-246363,4,1,3,260.13,2,870.07,
320000,2001,AM-246311,3,1,3,172.89,1,0.0,
435000,2011,AM-246309,3,1,2,246.56,0,1254.53,
10300000,2019,AM-246308,3,1,3,397.25,5,0.0,
409000,1973,AM-246289,3,0,2,167.97,2,849.84,
410000,2019,AM-246671,5,0,3,294.32,0,685.54,0
540000,2001,AM-246665,4,0,2,176.42,2,485.62,0
800000,2002,AM-246659,4,0,2,371.52,8,161900.0,0
280190,2022,AM-246640,3,1,2,136.29,2,404.69,0
291590,2022,AM-246639,3,1,2,136.29,1,404.69,0
12499000,2012,AM-246610,4,1,5,487.74,0,0.0,0
280190,2022,AM-246607,3,1,2,136.29,1,0.0,0
291590,2022,AM-246604,3,1,2,136.29,1,0.0,0
465000,1962,AM-246601,5,1,1,215.72,0,890.31,0
759000,2023,AM-246591,3,0,0,160.82,0,0.0,2
749000,2023,AM-246590,2,0,0,144.19,0,0.0,3
749000,2023,AM-246589,2,0,0,144.19,0,0.0,3
476520,2022,AM-246587,4,1,3,233.0,2,682.3,0
489500,2022,AM-246581,4,1,3,243.22,3,823.94,0
950000,2021,AM-246576,4,1,1,163.51,2,0.0,0
595000,2004,AM-246564,3,0,3,195.1,1,12900.0,0
1295000,2019,AM-246560,4,1,3,299.61,3,0.0,0
889000,2019,AM-246535,3,0,2,156.26,2,11900.0,0
285000,1935,AM-246931,4,0,2,223.52,0,0.0,0
1149000,2020,AM-246930,6,0,4,292.64,3,0.0,0
190000,1948,AM-246892,2,0,1,69.68,1,1092.65,0
256000,1997,AM-246863,3,0,2,137.5,0,1375.93,0
201000,1943,AM-246853,4,0,3,171.13,0,728.43,0
649800,1962,AM-246829,3,0,2,96.06,0,0.0,0
1815000,2023,AM-246789,3,1,0,217.86,2,971.25,0
1773000,1971,AM-246787,3,0,2,144.37,2,809.37,0
1350000,2002,AM-246776,3,1,3,284.28,0,728.43,0
724500,1929,AM-246771,5,0,0,200.95,0,687.97,3
1750000,1836,AM-246767,3,0,3,299.24,0,44800.00000000001,0
2495000,1993,AM-246757,4,0,1,298.4,0,1982.96,0
2999999,2022,AM-246741,4,0,4,382.85,2,2873.27,0
1975000,2006,AM-246716,5,1,4,267.56,2,17400.0,0
399941,2015,AM-246710,3,1,2,230.68,3,0.0,0
1349000,2005,AM-246697,4,1,4,460.06,4,2104.37,0
1495900,2022,AM-246685,6,1,6,496.66,3,1780.62,0
699000,2005,AM-246683,3,1,2,218.79,2,4046.86,0
539000,2022,AM-247116,3,1,2,213.4,0,841.75,0
8495000,2015,AM-247109,6,1,7,733.66,4,1114.91,0
247500,2022,AM-247105,4,0,2,162.58,0,0.0,0
1700000,1980,AM-247079,5,1,3,278.71,2,8741.21,0
479900,1921,AM-247077,3,0,3,228.63,2,766.47,0
465000,2020,AM-247067,5,0,4,298.59,2,971.25,0
9999888,2018,AM-247061,6,0,8,870.69,4,4552.71,0
452900,2017,AM-247060,4,1,2,259.48,2,3035.14,0
1475900,2022,AM-247044,6,1,6,525.55,3,1497.34,0
950000,2001,AM-247027,3,1,3,257.62,2,485.62,0
1349000,1995,AM-247023,3,1,2,197.14,2,0.0,0
679900,2022,AM-247014,2,1,2,173.45,2,0.0,0
1295000,1937,AM-247011,3,0,0,118.17,0,2185.3,3
399900,1955,AM-247001,4,1,2,260.13,2,3237.49,0
484500,1967,AM-246986,3,0,4,277.69,2,0.0,0
319900,1950,AM-246973,3,0,1,138.61,0,423.71,0
723000,1994,AM-246944,4,0,2,277.78,2,20600.0,0
819000,2023,AM-247206,3,0,0,157.01,0,242.81,3
829000,2023,AM-247205,3,0,0,157.01,0,242.81,3
469000,2003,AM-247188,3,0,2,229.66,2,813.42,0
848000,2000,AM-247182,4,0,2,135.27,2,16000.0,0
450000,2004,AM-247181,3,0,2,159.24,2,1066.35,0
269900,1969,AM-247178,2,0,2,134.24,1,562.51,0
1350000,2005,AM-247174,4,2,6,578.14,13,21700.0,0
589000,2022,AM-247161,3,1,2,213.4,0,781.04,0
119000,1921,AM-247155,3,0,1,103.12,0,80.94,0
389000,1976,AM-247147,2,0,1,89.19,2,242.81,0
445000,2015,AM-247141,5,0,4,350.52,2,768.9,0
322000,2021,AM-247137,3,0,2,173.17,2,696.87,0
10900000,2009,AM-247136,5,1,5,462.1,2,849.84,0
729000,2022,AM-247132,4,1,3,275.64,0,1865.6,0
899000,2019,AM-247127,4,1,3,283.35,1,129.5,0
899000,2019,AM-247126,4,1,3,283.35,0,129.5,0
425000,2022,AM-247124,3,0,3,169.64,2,728.43,0
795000,2018,AM-247437,4,2,1,315.68,2,445.15,0
549900,2022,AM-247406,3,1,2,204.39,2,1011.71,0
418500,2019,AM-247400,4,0,1,166.95,1,80.94,0
275000,1987,AM-247392,3,0,2,127.18,2,756.76,0
405000,2018,AM-247391,4,0,3,206.99,2,712.25,0
1150000,1995,AM-247390,4,0,2,223.9,3,1060.28,0
609900,0,AM-247372,4,1,3,243.41,3,929.16,0
775000,0,AM-247329,4,1,3,289.95,0,0.0,0
1699000,2015,AM-247317,4,1,3,317.73,4,0.0,0
943000,1938,AM-247313,4,1,2,278.71,1,711.44,0
874000,0,AM-247298,5,1,4,268.86,0,0.0,0
425000,2003,AM-247242,4,1,4,219.81,1,0.0,0
2295000,2005,AM-247241,4,0,3,378.58,2,1429.75,0
489000,2012,AM-247236,4,1,2,308.25,0,1092.65,0
1500000,2002,AM-247226,2,0,1,222.97,0,1942.49,0
595500,1983,AM-247217,4,0,3,282.43,2,1003.62,0
809000,2023,AM-247208,3,0,0,157.01,0,242.81,3
799000,2023,AM-247207,3,0,0,157.01,0,242.81,3
638000,1999,AM-247655,3,0,2,163.23,2,647.5,
169000,1992,AM-247649,2,0,1,93.65,0,0.0,
199000,1996,AM-247648,3,0,2,85.84,0,1699.68,
11500000,2023,AM-247647,6,0,8,765.24,5,5604.9,
115000,1995,AM-247641,2,0,2,102.19,0,728.43,
2895000,2022,AM-247603,6,1,3,370.87,2,2306.71,
629900,2023,AM-247591,4,0,2,325.35,2,11100.000000000002,
1649000,2022,AM-247583,6,0,5,424.47,3,1052.18,
1595000,1983,AM-247562,3,0,3,191.75,0,0.0,
1030000,1984,AM-247561,2,1,2,100.34,0,80.94,
719900,0,AM-247549,4,0,3,268.4,3,1081.32,
454900,2014,AM-247536,3,0,2,170.76,2,930.78,
689000,1958,AM-247524,4,0,1,174.56,2,849.84,
375000,2023,AM-247506,3,1,3,378.58,0,12100.0,
499000,2005,AM-247496,3,0,2,139.73,2,709.82,
850000,2019,AM-247475,5,0,1,147.16,0,38100.0,
1550000,2016,AM-247474,4,0,3,236.9,0,4856.23,
699000,2005,AM-247469,3,1,3,265.15,2,0.0,
989000,2000,AM-247754,5,0,3,320.79,3,687.97,0
599000,1939,AM-247742,3,1,3,254.93,2,1059.87,0
1190000,1927,AM-247734,3,0,2,179.86,0,586.79,0
979000,1976,AM-247726,2,0,1,101.82,0,1861.55,0
699000,1950,AM-247725,3,0,2,115.85,0,647.5,0
795000,2022,AM-247721,3,0,0,236.44,2,13300.0,3
299000,2005,AM-247710,3,0,2,179.12,0,4208.73,0
2250000,2017,AM-247706,5,0,4,296.64,2,2387.65,0
1765000,1965,AM-247700,4,0,3,178.37,0,557.25,0
459900,1953,AM-247696,4,0,1,158.86,2,566.56,0
1199500,2023,AM-247687,4,2,3,343.09,2,4613.42,0
2999999,1942,AM-247682,3,0,3,195.75,2,900.02,0
435000,2005,AM-247677,3,0,2,130.16,2,3884.98,0
660900,2022,AM-247675,4,1,3,232.54,0,4415.12,0
429982,1988,AM-247674,3,0,2,198.81,2,971.25,0
944000,1983,AM-247668,3,0,2,139.73,2,4734.82,0
334999,2007,AM-247659,3,0,2,151.99,0,0.0,0
1195000,1986,AM-247926,2,1,1,181.07,2,4856.23,
469000,2022,AM-247925,3,1,2,147.81,2,346.41,
3900000,1985,AM-247902,3,0,3,230.4,0,50700.0,
1385000,2022,AM-247887,3,1,2,253.72,3,2185.3,
1425000,2022,AM-247886,3,1,3,241.27,2,2225.77,
269000,1942,AM-247880,3,0,3,228.26,0,0.0,
550000,2013,AM-247858,5,1,1,214.7,2,526.09,
2390000,2023,AM-247853,4,2,5,436.64,3,3277.95,
284990,2022,AM-247842,3,1,2,136.29,1,0.0,
305000,2019,AM-247839,3,0,2,139.17,0,0.0,
115000,1938,AM-247837,2,0,1,48.31,0,526.09,
7595000,1994,AM-247828,5,0,5,413.7,3,0.0,
639900,1949,AM-247826,3,0,2,122.35,0,526.09,
1250000,2001,AM-247823,4,1,3,474.55,2,2063.9,
699000,2017,AM-247813,5,1,3,283.17,0,202.34,
585000,1987,AM-247809,4,1,2,282.43,0,2347.18,
3700000,2020,AM-247790,4,1,4,247.22,1,161.87,
2595000,2018,AM-247773,4,1,3,431.35,8,95300.0,
575740,2022,AM-248079,4,0,4,243.13,0,995.53,
485000,1998,AM-248074,4,1,3,313.55,0,0.0,
1495000,2018,AM-248058,3,1,3,354.8,0,10500.0,
1025000,2023,AM-248050,4,1,2,232.26,2,0.0,
1050000,2023,AM-248048,4,1,2,232.26,2,5260.91,
12888000,1996,AM-248036,6,1,7,1003.45,4,0.0,
1075000,2001,AM-248035,4,1,4,415.46,3,566.56,
499000,2022,AM-248029,3,1,2,149.11,2,346.01,
538266,2022,AM-248017,3,0,3,170.01,2,453.25,
7250000,2003,AM-248015,4,1,4,322.93,2,3277.95,
8750000,2010,AM-247986,5,1,6,966.19,5,547.54,
