House Price,Year of Construction,E&V ID,Bedrooms,Half Bathrooms,Full Bathrooms,Total surface approx.,Garage,Plot surface approx.,Bathrooms
429000,1979,AM-231233,4,1,2,250.37,2,1659.21,0
335000,1959,AM-231164,4,1,2,152.73,0,1335.46,0
4750000,2007,AM-231148,5,2,5,485.05,3,3237.49,0
315000,2000,AM-231045,3,0,0,125.6,0,22300.0,2
2949500,2001,AM-231034,2,0,1,909.71,0,83100.0,0
550000,1925,AM-231011,3,0,1,97.08,1,323.75,0
369990,2021,AM-230973,3,1,2,171.31,2,404.69,0
175000,2003,AM-230920,2,0,1,66.89,0,21300.0,0
1498000,2004,AM-230900,3,0,3,193.24,0,163100.0,0
725000,2022,AM-230887,4,0,3,191.84,0,0.0,0
385000,2013,AM-230865,4,1,2,242.29,0,0.0,0
1500000,2005,AM-231729,4,0,3,237.46,0,121400.0,0
889000,1971,AM-231728,3,0,2,111.48,0,215300.0,0
425000,2000,AM-231721,5,1,2,296.17,2,1497.34,0
449990,2022,AM-231717,4,1,3,269.51,2,1375.93,0
489990,2022,AM-231716,5,0,4,272.67,2,1375.93,0
479990,2022,AM-231715,4,1,3,269.51,2,1375.93,0
495000,1985,AM-231688,3,0,2,225.38,2,6434.5,0
2395000,2003,AM-231684,5,0,5,383.69,3,1570.18,0
899000,2003,AM-231667,4,1,2,424.2,2,7365.28,0
4525000,1993,AM-231604,4,1,5,649.02,4,0.0,0
494900,1999,AM-231559,3,0,2,115.94,2,20200.0,0
524999,2019,AM-231551,4,0,3,213.03,2,526.09,0
195000,1953,AM-231531,3,0,1,80.27,1,0.0,0
210000,2016,AM-231463,3,0,2,107.77,0,0.0,0
659000,1986,AM-231451,4,0,2,222.97,0,4046.86,0
529261,2022,AM-231413,3,0,3,170.01,2,453.25,0
385000,1985,AM-231387,3,0,3,158.49,0,0.0,0
519900,1990,AM-232328,3,1,2,251.77,2,1133.12,
529500,2008,AM-232327,3,2,2,185.25,2,1011.71,
525000,1909,AM-232312,4,0,3,183.48,2,4168.26,
340000,2016,AM-232282,4,0,2,208.01,0,0.0,
1589000,2006,AM-232203,6,0,4,241.55,0,121.41,
1789000,2005,AM-232197,5,0,6,419.09,3,1343.56,
2999000,1989,AM-232118,4,1,3,330.55,3,8579.33,
525000,2014,AM-232042,2,1,1,178.93,1,4815.76,
700000,2012,AM-232027,4,1,1,334.36,2,687.97,
315000,1993,AM-232023,4,1,2,236.35,2,8093.71,
425000,2006,AM-231998,4,0,2,151.62,2,364.22,
989000,2005,AM-231937,4,0,4,320.42,3,684.73,
610000,2015,AM-231934,3,0,2,206.99,2,0.0,
3000000,1929,AM-231916,7,2,4,891.4,4,890.31,
599900,0,AM-231841,4,0,3,244.24,3,931.59,
2200000,1996,AM-231771,3,1,3,367.8,2,0.0,
409950,2023,AM-231761,4,1,2,204.02,2,312.01,
775000,2008,AM-231731,5,0,3,329.62,3,868.05,
2995000,2022,AM-232771,4,2,5,468.42,3,0.0,
1325000,2004,AM-232767,6,1,0,557.14,2,11500.0,
645000,1961,AM-232754,2,0,1,111.67,0,3723.11,
215000,1998,AM-232733,3,1,2,128.76,2,59.08,
178000,1987,AM-232680,1,0,1,77.57,1,0.0,
2850000,2008,AM-232672,5,2,4,451.51,3,4046.86,
440000,1994,AM-232659,3,0,1,112.97,0,19200.0,
526880,2022,AM-232601,3,1,2,148.92,2,453.25,
1000000,1987,AM-232583,4,0,3,309.65,3,10100.0,
265000,1988,AM-232536,3,0,2,143.07,2,1214.06,
5195000,2019,AM-232518,4,1,4,484.12,3,1974.87,
1549000,2014,AM-232454,4,1,3,274.34,2,202.34,
1225000,1993,AM-232447,4,1,3,406.36,3,2873.27,
1499000,2002,AM-232427,5,0,4,307.23,3,0.0,
245000,2001,AM-232424,2,1,2,142.51,1,0.0,
949000,2000,AM-232394,5,0,4,403.76,2,0.0,
2200000,1998,AM-232383,4,1,3,300.82,0,2589.99,
550000,2009,AM-233164,3,1,2,185.81,0,75300.0,
599900,2006,AM-233109,5,1,3,287.72,2,364.22,
599900,2006,AM-233106,5,1,3,328.6,4,364.22,
160000,1935,AM-233099,2,0,1,97.83,1,651.54,
3850000,2017,AM-233055,4,1,5,536.05,3,6434.1,
3850000,2017,AM-233053,4,1,5,536.05,0,6434.5,
1249000,1983,AM-233047,4,0,2,202.34,2,1578.27,
7500000,2022,AM-233027,6,2,2,812.44,4,4046.86,
1945000,2022,AM-233006,3,1,3,332.41,3,2468.58,
2900000,1899,AM-233003,3,1,2,157.38,0,0.0,
450000,1952,AM-232940,3,0,3,101.82,0,780.23,
625000,1987,AM-232936,5,1,2,321.44,4,3520.77,
785400,2023,AM-232932,3,1,2,222.78,2,0.0,
2750000,1999,AM-232922,5,0,5,410.45,3,23100.0,
475000,2022,AM-232909,3,1,2,184.23,1,853.89,
1280000,2016,AM-232833,3,0,3,189.34,0,323.75,
527631,2022,AM-232784,3,1,2,172.99,2,453.25,
475000,1999,AM-232774,4,0,3,242.01,0,1146.88,
2200000,2001,AM-233605,4,1,2,256.13,2,1112.89,0
6450000,2006,AM-233510,6,1,5,474.18,2,849.84,0
410000,1971,AM-233463,3,1,1,93.65,1,0.0,0
1225000,1910,AM-233459,7,1,7,313.27,0,971.25,0
235000,1920,AM-233392,5,0,2,235.04,0,65600.0,0
234900,1963,AM-233385,3,0,2,162.77,2,1428.54,0
6800000,2015,AM-233377,5,1,4,820.98,4,283300.0,0
4250000,2012,AM-233355,4,1,4,556.49,3,2994.67,0
999000,1998,AM-233351,4,1,3,330.92,2,526.09,0
1695000,1988,AM-233337,6,1,5,416.58,2,0.0,0
949000,1991,AM-233327,3,1,2,246.19,2,1592.03,0
349900,2009,AM-233303,1,0,1,39.02,0,0.0,0
199900,1948,AM-233291,3,0,1,101.08,0,40.47,0
300000,1958,AM-233250,4,0,2,242.85,2,0.0,0
390000,1963,AM-233194,4,0,2,186.18,2,0.0,0
799000,1996,AM-233165,7,0,4,373.01,3,2063.9,0
1299999,2018,AM-234150,4,0,4,284.93,2,1416.4,0
329000,2004,AM-234135,3,1,2,126.35,1,121.41,0
1049000,2020,AM-234091,3,1,1,204.39,3,1740.15,0
599900,2004,AM-234072,4,0,3,265.15,2,627.26,0
7200000,2015,AM-234068,5,1,4,824.24,4,323700.0,0
675950,0,AM-233995,4,0,3,287.91,3,993.91,0
3199000,2009,AM-233923,6,0,8,929.03,4,2387.65,0
155000,1960,AM-233922,3,0,1,82.5,0,0.0,0
1395000,2015,AM-233867,4,1,3,227.98,1,566.56,0
649999,2019,AM-233865,4,1,0,263.01,2,323.75,0
399000,2017,AM-233862,3,0,2,154.03,2,687.97,0
334999,1973,AM-233838,5,1,2,306.39,2,1217.29,0
550000,1953,AM-233836,4,0,2,148.46,2,566.56,0
429000,1997,AM-233830,3,0,1,134.9,0,10900.0,0
629000,2021,AM-233788,4,1,2,161.93,1,0.0,0
499900,2002,AM-233771,4,1,3,174.94,2,445.15,0
530000,2020,AM-233746,3,0,0,167.23,0,485.62,3
1295000,2022,AM-234613,4,0,2,228.91,4,41000.0,
585000,1974,AM-234599,3,1,2,195.65,2,2266.24,
669000,1984,AM-234595,3,0,2,148.09,2,802.49,
2950000,2022,AM-234484,4,1,3,199.56,2,0.0,
2975000,2022,AM-234483,4,1,3,199.56,2,0.0,
415000,2020,AM-234456,2,0,2,143.72,2,0.0,
339900,1960,AM-234379,4,0,2,180.05,0,1780.62,
509990,2022,AM-234364,5,0,4,275.64,2,1375.93,
449990,2022,AM-234363,4,1,3,269.51,2,1375.93,
499900,2002,AM-234349,4,1,3,174.94,2,445.15,
5990000,2022,AM-234347,6,2,6,519.14,1,1214.06,
399000,1987,AM-234335,2,0,2,123.1,0,20600.0,
1795000,1994,AM-234288,5,1,2,351.64,2,10500.0,
4350000,1980,AM-234276,3,0,3,117.43,0,526.09,
487000,2022,AM-234233,3,1,2,214.88,3,4046.86,
1175000,2005,AM-234219,3,1,3,292.64,2,0.0,
699000,1954,AM-234214,3,0,1,136.57,1,1942.49,
624900,2017,AM-234202,4,0,3,232.63,2,0.0,
9950000,2013,AM-235290,4,2,4,531.78,3,0.0,0
245000,2001,AM-235275,2,1,2,133.69,1,0.0,0
650000,1986,AM-235215,2,0,2,106.28,0,445.15,0
1200000,1953,AM-235199,3,0,2,163.7,0,754.74,0
499989,2018,AM-235075,4,1,2,240.06,2,538.23,0
550000,2021,AM-235059,1,0,1,111.48,0,77300.0,0
489990,2022,AM-235004,3,1,2,180.32,2,202.34,0
6495000,2022,AM-234960,4,0,5,337.33,2,264.66,0
750000,1942,AM-234885,2,0,2,137.4,1,728.43,0
650000,1985,AM-234867,5,0,0,358.61,0,2266.24,3
1374990,2022,AM-234798,3,2,2,327.39,4,2104.37,0
1739000,1974,AM-234760,5,2,3,429.68,3,9914.8,0
7599000,0,AM-234706,3,0,4,220.18,0,97100.00000000001,0
11000000,2021,AM-234683,4,1,4,489.32,4,0.0,0
349000,1976,AM-234673,3,0,2,152.36,2,5625.13,0
599000,2006,AM-234628,4,0,2,198.72,3,667.73,0
5490000,1857,AM-234615,7,1,6,688.88,2,34900.0,0
1691367,2022,AM-235610,6,1,6,622.17,3,1618.74,0
360000,2022,AM-235454,3,0,2,163.6,0,534.19,0
370000,2022,AM-235453,4,0,2,170.85,0,534.19,0
317000,2022,AM-235451,3,0,2,141.31,0,485.62,0
625000,0,AM-235432,2,1,2,190.17,2,566.56,0
569990,2022,AM-235431,5,0,4,395.86,2,1375.93,0
539990,2022,AM-235430,4,1,3,269.51,2,1375.93,0
509990,2022,AM-235428,5,0,4,275.64,2,1375.93,0
489990,2022,AM-235427,4,1,3,269.51,2,1375.93,0
489990,2022,AM-235426,4,1,3,269.51,2,1375.93,0
4995000,1990,AM-235419,4,0,0,246.94,0,8822.15,3
839000,2022,AM-235399,4,0,3,331.66,3,4211.97,0
849000,2022,AM-235398,3,0,3,332.59,3,4224.92,0
874000,2022,AM-235387,4,0,3,333.15,3,4211.97,0
2795000,1948,AM-235381,4,0,3,264.22,2,0.0,0
850000,1996,AM-235369,4,0,2,194.07,3,817.47,0
340000,1945,AM-235356,4,1,1,160.54,1,5260.91,0
790000,1994,AM-235347,5,0,3,297.94,3,861.98,0
475000,1981,AM-235869,3,1,2,324.79,2,1671.35,
1850000,0,AM-235868,4,2,4,688.78,4,12100.0,
1425000,2022,AM-235850,3,1,2,236.62,3,2428.11,
209000,2022,AM-235847,3,0,2,133.78,0,0.0,
350000,1986,AM-235816,2,0,1,103.77,2,343.17,
1895000,1989,AM-235804,5,2,3,448.44,2,687.97,
597000,1951,AM-235802,2,0,2,85.28,1,890.31,
1399000,1967,AM-235789,3,0,2,107.77,0,964.77,
439900,2005,AM-235760,4,1,2,210.52,0,0.0,
375000,1985,AM-235753,2,1,2,137.5,2,137.59,
320000,2005,AM-235749,3,1,2,131.74,0,80.94,
494900,2022,AM-235736,3,0,3,187.57,2,825.56,
1084000,2022,AM-235700,4,1,0,271.09,2,526.09,
3250000,1980,AM-235699,4,1,4,376.72,2,2670.93,
1090580,2022,AM-235696,4,1,0,271.09,2,526.09,
1043620,2022,AM-235681,4,1,0,271.09,2,526.09,
1123620,2022,AM-235661,4,3,0,271.09,2,566.56,
420000,1971,AM-235615,3,0,1,118.17,1,734.1,
173000,0,AM-236294,3,0,1,95.69,0,0.0,
3850000,2013,AM-236266,3,0,3,510.97,0,161900.0,
434000,2022,AM-236255,3,0,2,165.18,0,809.37,
1599000,1998,AM-236237,5,2,3,361.86,3,8174.65,
1025000,2022,AM-236219,4,1,3,234.12,2,849.84,
1050000,1885,AM-236215,6,0,0,224.83,0,485.62,
15995000,2015,AM-236191,5,2,6,779.55,4,1497.34,
1750000,1972,AM-236179,7,1,3,831.67,4,4411.07,
1490000,2022,AM-236148,4,1,2,386.94,2,404.69,
1890000,1994,AM-236086,3,0,1,285.58,2,167100.0,
1420000,1983,AM-236076,3,0,4,257.25,0,40500.0,
1995000,1899,AM-236070,6,1,4,696.77,0,515.57,
1755000,2023,0,5,1,3,404.59,2,607.03,
6990000,2008,0,6,1,6,509.94,3,809.37,
949999,2018,0,4,1,2,229.84,2,283.28,
1195000,1950,0,1,0,1,95.13,1,7689.03,
290000,1958,0,3,0,1,133.41,0,728.43,
2900000,0,AM-236739,5,1,4,404.22,0,1590.41,0
285000,1979,AM-236716,3,0,2,106.84,0,0.0,0
350000,1995,AM-236709,4,0,2,130.53,2,0.0,0
795900,2022,AM-236676,4,1,2,297.29,2,3716.23,0
44995000,1893,AM-236603,3,0,0,111.48,0,0.0,1
1450000,2022,AM-236586,3,0,0,183.58,0,10100.0,3
1875000,2022,AM-236584,4,0,0,257.9,0,10100.0,4
949000,2006,AM-236568,5,1,4,305.09,2,445.15,0
439900,1995,AM-236558,4,0,1,217.21,3,1335.46,0
450000,1920,AM-236552,1,0,1,7.44,1,768.9,0
275000,1888,AM-236519,1,0,0,63.45,0,404.69,1
1695000,1990,AM-236513,3,1,3,178.56,2,0.0,0
1650000,2022,AM-236470,3,1,2,279.17,3,2509.05,0
940000,2022,AM-236413,3,1,3,217.86,2,242.81,0
1200000,2007,AM-236394,4,1,2,256.97,4,2171.54,0
900000,1998,AM-237086,2,0,2,125.79,1,0.0,0
43850000,2022,AM-237055,7,1,8,987.37,5,4815.76,0
1900000,2018,AM-237044,3,1,3,281.22,2,161.87,0
379990,2022,AM-237026,3,1,2,174.29,2,0.0,0
237000,1969,AM-237018,4,0,2,213.68,0,687.97,0
499900,2023,AM-236994,3,1,2,190.27,2,687.97,0
399900,1984,AM-236993,2,0,2,174.29,2,364.22,0
1399000,2007,AM-236986,4,1,3,312.43,2,445.15,0
5900000,2017,AM-236951,7,2,3,1142.24,6,4451.54,0
895000,1830,AM-236908,3,0,0,272.02,1,18600.0,3
558604,2022,AM-236906,3,1,2,204.85,2,453.25,0
11800000,2007,AM-236900,5,2,4,922.53,2,32400.000000000004,0
777000,1973,AM-236898,4,0,2,247.87,2,12300.0,0
564900,2015,AM-236824,4,1,3,240.25,2,327.8,0
235000,2001,AM-236805,3,0,2,125.6,2,2023.43,0
600000,1958,AM-236787,3,0,2,111.48,0,2507.03,0
600000,1958,AM-236779,3,0,2,111.48,0,2505.0,0
1995000,2022,AM-236756,4,0,1,334.45,2,7729.5,0
729999,2008,AM-237485,4,1,3,344.67,2,0.0,0
865000,1979,AM-237473,3,0,2,114.46,2,1088.6,0
2149000,2022,AM-237438,4,1,4,340.49,2,930.78,0
2149000,2022,AM-237437,4,1,4,340.49,2,930.78,0
2499000,2021,AM-237414,4,1,3,390.19,4,122700.0,0
2075000,2011,AM-237364,4,1,4,224.27,0,323.75,0
315000,1925,AM-237359,2,0,1,94.2,0,687.97,0
5500000,2022,AM-237358,8,2,9,507.62,0,364.22,0
999000,2004,AM-237344,3,0,0,136.57,0,7891.37,2
1695000,2023,AM-237325,3,0,0,200.02,2,930.78,3
380000,2022,AM-237301,4,1,2,301.01,0,3828.33,0
295000,1948,AM-237286,3,0,2,172.71,1,930.78,0
290000,1987,AM-237244,3,0,2,180.6,0,445.15,0
724900,2018,AM-237242,3,1,2,204.39,2,100000.0,0
44995000,1893,AM-237181,3,0,0,111.48,0,17308400.0,1
3500000,0,AM-237169,4,1,4,683.67,4,36900.0,0
625000,1984,AM-237101,4,0,2,214.14,2,0.0,0
540000,1995,AM-237088,4,1,3,260.5,2,3075.61,0
379990,2022,AM-237894,3,1,2,174.29,2,0.0,0
2035000,2022,AM-237888,3,1,3,336.31,3,2711.39,0
265000,1996,AM-237866,3,0,2,145.67,0,728.43,0
459990,2022,AM-237863,4,1,2,232.82,2,1011.71,0
509990,2022,AM-237862,5,0,4,297.2,2,809.37,0
1690000,2022,AM-237839,4,1,4,262.92,0,0.0,0
1195000,1975,AM-237826,3,1,2,219.53,2,1954.63,0
1895000,2023,AM-237819,4,0,4,236.35,2,3035.14,0
434900,1969,AM-237810,4,0,2,125.98,0,809.37,0
5450000,1974,AM-237774,6,0,4,303.89,2,768.9,0
1995000,2023,AM-237772,4,1,4,314.76,2,1537.81,0
2950000,1995,AM-237725,5,1,2,387.22,3,23400.0,0
1325000,1977,AM-237651,4,0,2,170.38,2,1489.24,0
2050000,2022,AM-237609,4,1,3,245.08,0,283.28,0
324900,1975,AM-237588,4,0,3,173.91,0,1626.84,0
2950000,2004,AM-237572,4,0,0,344.3,0,2023.43,4
1649000,1982,AM-237505,2,0,1,170.38,0,2010.07,0
380000,2022,AM-237486,3,1,2,113.53,0,238.76,0
989900,2022,AM-238423,4,0,5,324.97,2,607.03,
619000,1951,AM-238417,5,0,1,297.29,1,566.56,
699900,2017,AM-238387,3,1,2,205.78,2,6434.5,
2350000,2022,AM-238386,6,1,6,417.6,0,485.62,
1300000,2022,AM-238377,3,0,3,193.05,0,485.62,
6250000,2003,AM-238376,5,1,3,557.79,3,80900.0,
320000,1999,AM-238296,2,1,2,131.46,0,0.0,
415000,1960,AM-238292,3,0,2,133.59,0,647.5,
549000,2022,AM-238261,3,1,2,251.3,3,4046.86,
474900,2022,AM-238221,3,1,2,173.26,2,364.22,
498500,1998,AM-238216,3,2,2,228.82,2,1011.71,
375000,1970,AM-238200,4,1,2,220.74,2,1267.07,
689000,1994,AM-238188,5,1,4,315.87,2,3723.11,
2390000,2020,AM-238181,4,2,2,291.34,3,1052.18,
475000,1967,AM-238164,4,1,2,281.31,2,1456.87,
650000,0,AM-238136,8,0,3,383.69,0,20200.0,
1100000,2005,AM-238123,5,1,3,376.72,3,46500.0,
5500000,2022,AM-238015,8,2,9,507.62,0,364.22,
3000000,2004,AM-238701,6,2,7,678.56,4,3763.58,
350000,2004,AM-238643,3,0,2,275.64,8,20200.0,
679000,0,AM-238630,4,0,3,277.69,3,993.91,
2275000,1987,AM-238625,5,1,3,292.46,0,1861.55,
459000,1973,AM-238622,4,0,3,232.82,2,1173.59,
1799000,1935,AM-238621,4,0,3,339.65,2,81600.0,
1050000,1943,AM-238610,3,0,1,101.45,2,29800.0,
549000,0,AM-238607,4,1,3,229.19,3,931.59,
1790000,2020,AM-238577,5,1,4,253.81,2,404.69,
2675000,1992,AM-238569,5,1,5,585.29,2,5382.32,
529900,1957,AM-238531,5,0,3,297.38,2,0.0,
1999000,2016,AM-238502,5,1,4,320.42,0,0.0,
939000,1970,AM-238490,5,1,3,361.95,2,6825.02,
995000,2005,AM-238465,3,0,2,157.19,2,1133.12,
1450000,2022,AM-238459,3,0,4,279.27,0,0.0,
1700000,2022,AM-238449,4,1,4,328.41,0,0.0,
1000000,2006,AM-238436,7,0,8,872.92,0,7729.5,
775000,1978,AM-238435,4,0,2,293.2,3,1902.02,
170000,1975,AM-239162,2,0,1,77.3,0,9105.43,0
840000,2007,AM-239154,5,0,3,354.98,0,4330.14,0
590000,1975,AM-239147,2,0,0,133.22,0,40500.0,1
715000,2001,AM-239128,5,1,3,269.88,3,1982.96,0
260000,2021,AM-239117,3,1,2,138.61,2,72.84,0
1700000,0,AM-239069,5,1,5,427.35,2,0.0,0
580000,1961,AM-239043,5,0,3,297.66,2,647.5,0
661000,0,AM-239027,4,0,3,271.56,3,931.59,0
3999000,2007,AM-239015,5,1,5,934.7,2,4330.14,0
1100000,1976,AM-238974,4,1,2,224.55,1,1092.65,0
574900,2022,AM-238954,4,1,3,201.79,0,202.34,0
209900,1959,AM-238838,4,0,1,148.09,2,602.17,0
749000,2015,AM-238834,3,1,2,211.17,0,323.75,0
14995000,1975,AM-238799,6,0,0,696.77,0,27100.0,7
23000000,1994,AM-238723,5,0,0,431.53,1,404.69,6
2125000,2022,AM-238712,3,0,4,274.25,2,2347.18,0
895000,1950,AM-238710,3,0,2,255.48,2,8862.62,0
264900,2007,AM-239475,3,0,2,157.66,0,768.9,
14000000,2022,AM-239462,4,2,2,753.26,4,31500.0,
769000,2022,AM-239412,3,0,2,181.53,3,1942.49,
765000,2022,AM-239411,3,0,2,181.53,3,4937.16,
765000,2022,AM-239410,3,0,2,181.53,3,4815.76,
749000,2022,AM-239409,3,0,2,181.53,3,2266.24,
995000,2018,AM-239407,4,0,2,366.32,2,20200.0,
265000,1912,AM-239405,4,0,2,241.73,2,809.37,
575000,2008,AM-239398,3,1,2,179.21,2,0.0,
565000,1988,AM-239396,5,0,1,302.68,2,1294.99,
410000,1991,AM-239377,4,1,2,304.26,2,0.0,
1600000,1980,AM-239366,3,1,1,188.04,0,5341.85,
799000,1978,AM-239365,3,0,2,158.68,2,0.0,
479900,2008,AM-239348,4,0,2,235.69,2,526.09,
380000,1935,AM-239347,4,0,2,215.44,0,526.09,
549900,2019,AM-239288,2,0,2,159.33,2,607.03,
1995000,2002,AM-239267,4,1,3,488.39,3,9469.64,
780000,1973,AM-239179,3,0,2,179.12,2,4087.32,
559354,2022,AM-239958,3,1,2,192.22,2,202.34,
339500,1961,AM-239949,4,0,3,175.96,0,930.78,
2350000,1997,AM-239869,3,0,3,293.95,0,1821.09,
999000,1920,AM-239864,3,0,2,82.87,0,809.37,
749000,2007,AM-239846,2,1,2,182.46,2,728.43,
650000,1947,AM-239831,5,1,3,180.98,0,687.97,
2325000,1998,AM-239809,5,1,4,438.13,4,6839.19,
620000,2020,AM-239781,5,1,4,297.66,0,971.25,
399000,1979,AM-239752,3,0,1,150.87,2,687.97,
639000,2006,AM-239700,2,0,2,152.08,0,5746.54,
1198000,2022,AM-239696,3,1,3,308.53,2,1011.71,
249000,1985,AM-239662,2,0,0,141.96,0,0.0,
679000,1960,AM-239612,2,0,1,102.19,1,3925.45,
5200000,2009,AM-239590,5,0,6,524.53,2,4411.07,
425000,2022,AM-239543,3,0,1,139.35,0,12900.0,
320000,2001,AM-239527,3,1,3,202.25,1,0.0,
1274999,2006,AM-239519,4,1,3,256.97,0,0.0,
198000,1962,AM-239518,4,1,2,248.33,0,0.0,
189900,1988,AM-240331,3,0,2,135.27,0,2192.18,0
2450000,2000,AM-240308,3,1,2,225.38,2,1027.9,0
9000000,2021,AM-240302,6,1,6,639.92,2,930.78,0
399000,1977,AM-240281,3,0,1,149.48,1,849.84,0
225000,2013,AM-240269,3,0,2,147.99,0,1011.71,0
879000,1995,AM-240267,3,1,2,155.15,2,121.41,0
3500000,1943,AM-240263,3,0,0,234.67,0,161900.0,2
3500000,1943,AM-240262,4,0,0,234.67,0,0.0,3
1395000,1931,AM-240201,4,1,2,379.51,2,1173.59,0
4199000,2018,AM-240198,6,1,5,360.74,2,0.0,0
359900,1989,AM-240143,3,1,2,158.86,2,849.84,0
2064000,2023,AM-240141,3,0,3,256.32,3,4127.79,0
5085000,1992,AM-240096,6,2,6,513.38,0,0.0,0
720000,1972,AM-240093,4,0,3,240.06,0,1173.59,0
649000,1995,AM-240067,4,0,3,225.29,2,611.08,0
850000,1985,AM-240027,5,0,0,205.13,0,6515.44,3
1299000,1997,AM-240026,6,1,4,588.45,3,23300.0,0
849000,1963,AM-240662,3,0,3,252.6,2,242.81,0
1750000,2006,AM-240659,4,0,0,307.23,0,1214.06,4
989000,2002,AM-240658,4,1,2,392.7,8,8093.71,0
479000,2002,AM-240629,4,0,3,232.82,0,1456.87,0
1195000,2023,AM-240611,5,0,3,319.03,2,1217.29,0
949000,1922,AM-240609,3,0,1,169.46,0,436.66,0
2999000,2011,AM-240567,4,1,4,1132.3,3,30400.0,0
445000,1993,AM-240554,5,1,2,195.47,2,1294.99,0
915000,1988,AM-240544,3,1,2,253.44,2,809.37,0
225000,1962,AM-240513,3,0,1,90.58,0,0.0,0
239000,1985,AM-240483,2,0,0,171.5,0,0.0,0
335000,2019,AM-240479,3,0,2,115.94,0,8093.71,0
594000,2022,AM-240475,4,1,2,256.13,3,8134.18,0
369000,1989,AM-240470,3,0,2,138.8,0,3156.55,0
2688000,2022,AM-240464,5,1,5,405.43,3,2954.21,0
1475000,2017,AM-240453,5,0,0,557.98,0,40500.0,4
850000,2008,AM-240405,2,0,2,139.17,4,20200.0,0
3850000,1947,AM-240379,10,3,9,762.92,2,298600.0,0
372000,2022,AM-240953,3,0,2,176.24,0,534.19,
394000,2022,AM-240950,4,0,3,182.09,0,534.19,
362000,2022,AM-240949,3,0,2,163.6,0,534.19,
360000,2022,AM-240948,3,0,2,163.6,0,534.19,
315990,2005,AM-240940,3,1,2,152.73,2,323.75,
760000,0,AM-240837,3,1,2,187.94,2,2468.58,
449999,1960,AM-240822,3,0,2,130.06,0,1294.99,
1069000,1947,AM-240810,3,0,1,263.1,4,9631.52,
989000,1979,AM-240785,4,1,2,259.94,2,0.0,
515000,2001,AM-240767,4,0,3,226.03,2,0.0,
799000,1988,AM-240764,3,1,2,137.31,2,376.36,
774900,2011,AM-240757,4,1,1,186.55,2,40500.0,
2998000,1998,AM-240747,4,0,5,541.72,3,45500.0,
1239000,2016,AM-240736,3,1,2,162.3,0,0.0,
450000,2020,AM-240696,5,0,2,201.41,2,728.43,
667900,0,AM-240695,4,0,3,277.69,3,993.91,
890000,2000,AM-240667,4,0,3,269.23,3,955.06,
5200000,1998,AM-240665,9,4,3,634.06,11,81000.0,
399900,1990,AM-241116,1,0,1,65.78,1,0.0,0
849000,2005,AM-241098,4,0,3,253.35,3,0.0,0
159000,0,AM-241054,1,0,0,80.27,0,0.0,1
309990,2022,AM-241048,3,1,2,136.29,1,0.0,0
5500000,2002,AM-241041,6,2,7,793.58,6,230500.0,0
415000,2017,AM-241024,4,1,3,252.88,0,647.5,0
1500000,1973,AM-240984,3,0,1,72.19,2,3476.25,0
420000,2022,AM-240979,4,0,2,206.71,0,687.97,0
389900,2022,AM-240978,4,0,3,182.09,0,728.43,0
361000,2022,AM-240977,3,0,2,189.43,0,557.25,0
343000,2022,AM-240976,3,0,2,171.31,0,557.25,0
343000,2022,AM-240975,3,0,2,171.31,0,603.79,0
46000,2004,AM-240973,1,1,1,80.45,0,40.47,0
1299000,2005,AM-240965,5,0,4,381.09,3,3844.51,0
395000,2022,AM-240955,3,0,2,192.96,0,534.19,0
370000,2022,AM-240954,4,0,2,170.85,0,534.19,0
275000,1987,AM-241502,3,0,3,162.67,2,4613.42,0
464900,2021,AM-241459,5,0,4,326.83,2,1052.18,0
1790000,1991,AM-241453,4,2,5,587.05,3,2787.07,0
2099950,2022,AM-241441,4,2,3,409.98,3,20299.999999999996,0
3300000,1977,AM-241342,4,1,2,241.83,2,202399.99999999997,0
349000,2023,AM-241330,1,0,0,42.36,0,2428.11,1
999900,1993,AM-241320,4,0,3,266.82,2,21800.0,0
225000,0,AM-241313,3,0,2,108.51,0,2630.46,0
354900,2022,AM-241306,4,0,3,178.19,0,603.79,0
999900,1993,AM-241300,4,0,3,266.82,0,21800.0,0
600000,2022,AM-241296,3,0,2,176.52,2,11000.0,0
2998000,1980,AM-241281,4,0,3,306.39,2,0.0,0
375000,2006,AM-241238,0,0,0,35.67,0,485600.0,0
385000,1909,AM-241226,2,0,1,94.76,0,647.5,0
555500,1995,AM-241193,9,0,4,330.36,2,6232.16,0
1150000,2006,AM-241172,3,0,2,244.06,3,2954.21,0
850000,1956,AM-241137,4,0,3,253.63,3,2913.74,0
5950000,2023,AM-241751,5,2,1,576.46,3,4815.76,0
6495000,1987,AM-241743,4,0,0,277.87,0,607.03,4
175000,2000,AM-241699,2,0,2,122.63,2,0.0,0
4750000,2006,AM-241685,5,2,3,600.06,3,4330.14,0
250000,1943,AM-241642,2,0,1,175.4,1,1052.18,0
2899999,1994,AM-241636,4,0,5,389.82,2,4517.1,0
379500,1962,AM-241624,5,0,3,189.24,0,1618.74,0
899989,2001,AM-241583,4,1,4,355.08,3,1942.49,0
6900000,1999,AM-241578,6,2,7,746.29,3,0.0,0
3499000,2015,AM-241576,8,5,5,746.85,10,50500.0,0
1599000,1972,AM-241569,3,1,3,246.29,2,1337.89,0
417500,2005,AM-241568,4,1,2,139.45,2,242.81,0
